Year,precipitations (cm),,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
1944,2.399,2.882,0,0,2.225,4.764,3.031,6.146,8.323,1.545,3.109,2.983
1945,0.909,0.24,1.728,1.356,0.355,0.905,7.309,1.081,3.014,9.152,0,0
1946,6.641,0,0,1.642,1.317,2.312,2.013,2.047,3.159,5.785,0.218,3.674
1947,3.43,0,1.97,0.263,9.319,2.542,0.646,0.451,0.65,0.479,2.331,1.48
1948,0.898,1.149,0.05,1.144,3.269,1.54,4.485,1.699,1.521,2.179,0,0.929
1949,5.217,0.513,0.402,5.602,6.756,5.95,4.011,5.55,6.512,3.706,0,1.44
1950,1.145,0.883,0,1.234,5.826,1.503,5.916,1.467,6.588,1.486,0,0
1951,0.038,0.668,2.56,0.836,3.889,2.051,1.885,3.079,1.224,0.803,0.057,0.314
1952,0.716,0.669,0.045,2.041,3.34,1.139,3.911,0.398,2.146,0,2.255,2.265
1953,0,0.579,0.479,0.869,0.351,0.196,1.187,1.563,0.602,5.325,0,0.848
1954,0.314,0,0.674,4.267,5.877,3.838,0.316,3.695,0.369,4.914,0,0
1955,2.236,0,0,0.23,4.594,3.233,6.674,0.622,3.89,2.475,1.026,0.002
1956,0.897,0.917,0,1.454,1.269,0.71,1.669,1.195,0.969,2.126,0,0.667
1957,0.346,3.946,0.006,2.457,8.36,1.906,1.366,1.024,2.066,6.725,1.67,0.275
1958,4.18,3.058,2.119,1.591,3.406,1.79,2.463,3.35,9.053,5.15,1.057,0
1959,0,0.502,0.233,1.142,8.195,2.367,7.681,0.93,0.981,4.323,1.626,1.594
1960,2.55,1.481,0.694,1.46,1.915,2.926,8.973,5.197,1.31,6.69,0.387,4.307
1961,2.554,0.638,1.363,0,2.317,4.904,7.429,1.146,2.832,0.88,2.193,0.466
1962,0.395,0.283,1.139,1.898,0.771,2.289,5.216,0.956,4.934,1.931,0.247,1.42
1963,0,1.119,0,2.178,4.988,2.781,1,1.762,1.99,1.171,1.653,0.431
1964,0.338,0.108,1.065,0,1.887,2.206,0.581,0.744,10.05,1.071,0.282,0.882
1965,0.032,5.198,0.164,0.478,4.891,3.083,0.39,5.058,2.8,1.441,0.552,0.919
1966,1.245,0.406,0.494,4.656,2.543,4.317,0.599,4.387,4.634,4.887,0,0
1967,0,0,0.608,0.777,2.178,5.058,2.674,0.525,6.532,0.526,1.301,1.672
1968,1.628,1.886,3.281,2.088,5.656,0.259,6.271,4.406,3.682,0.721,6.533,0.047
1969,0,1.555,1.139,7.014,4.582,3.435,1.714,0.479,3.604,7.764,3.11,1.919
1970,0,3.23,4.282,0.934,0.892,4.454,0.456,1.872,8.454,3.417,0,0.203
1971,0,0,0,1.399,2.781,1.635,1.16,12.188,6.727,2.536,0.22,0.665
1972,1.015,0.432,0,0.926,7.74,5.967,1.288,7.238,7.032,4.618,0.363,0.054
1973,1.206,4.301,3.191,2.002,1.634,0.453,8.793,0.628,4.632,1.368,0,0
1974,1.586,0,0.374,5.076,1.616,1.32,0.594,9.546,18.155,9.92,2.483,1.549
1975,2.048,2.473,0.182,0.048,6.091,1.599,6.772,5.028,8.603,1.236,1.393,1.107
1976,0.005,0.184,0.289,2.632,3.493,2.845,8.448,1.03,9.14,4.223,1.505,0.22
1977,1.069,0.825,1.516,2.678,2.623,2.981,0.818,0.911,1.168,3.896,0.525,0.214
1978,0.581,0.945,0.029,0.422,5.893,6.595,1.87,4.33,14.495,6.608,4.116,0.465
1979,0.453,1.372,0.384,0,2.564,4.144,5.716,4.714,1.281,0.534,0,3.466
1980,0.949,0.708,0,0.946,5.248,4.544,0.216,4.945,19.522,0.645,3.429,2.251
1981,3.042,0.308,3.067,11.131,3.486,0.075,6.449,4.294,0.971,13.562,0,0.035
1982,0,0.478,0,1.229,8.712,7.069,0.991,3.002,0.043,0,1.335,2.559
1983,0.999,0.035,0.609,0.155,0.897,2.414,0.295,0.195,1.446,5.552,2.71,0.45
1984,1.752,0.28,0,0,6.488,4.393,0,0.803,5.339,5.034,5.626,3.013
1985,1.6,1.14,1.301,1.495,0.824,5.467,4.129,0.447,5.161,6.021,1.054,0
1986,0.822,0.526,0.035,0,7.081,7.803,2.287,12.743,12.945,13.988,2.316,9.302
1987,0.037,4.976,2.079,2.983,13.257,2.34,2.193,4.337,4.017,1.931,0.577,1.559
1988,0,0.877,0.954,0,1.97,0.621,8.715,2.024,6.241,0.07,0,1.425
1989,1.117,5.337,0.289,2.666,5.307,0.232,0.203,3.143,7.983,0.229,0.121,0.084
1990,0.254,1.944,1.339,0.918,0.606,0.399,5.874,4.222,9.963,6.557,1.88,1.789
1991,3.276,0.276,0.708,3.993,1.751,1.284,7.605,3.257,11.04,0.237,2.217,7.389
1992,4.459,4.311,1.897,2.945,17.068,2.91,1.741,3.221,1.076,0.166,1.674,2.391
1993,1.967,1.042,1.468,0.138,3.965,0.055,4.189,3.533,2.589,2.287,0,1.3
1994,2.55,0.451,0,0.657,4.683,0.243,3.176,1.135,10.798,1.212,0.814,0.627
1995,1.467,0.594,0.222,3.866,5.699,7.215,0.278,1.262,7.87,0.649,0,3.576
1996,0,0,0.135,2.463,1.779,4.98,2.432,8.468,5.871,0,2.19,0
1997,0.14,4.853,0.467,3.483,2.377,3.825,1.016,2.279,7.711,0.378,1.613,3.657
1998,0.127,0.842,2.818,0,0.051,0.708,0.565,3.344,1.924,3.87,1.746,0.567
1999,0.414,0,3.753,0.19,2.812,5.766,3.934,0.936,1.76,0.363,0,0.319
2000,1.47,0.058,2.276,0.192,0.516,7.742,0.263,0.109,0,7.685,2.52,0.715
2001,1.933,1.632,1.575,0.567,1.23,0.232,0.043,3.4,1.176,0,2.49,0.331
2002,0.093,2.729,0.782,1.104,2.081,2.816,8.154,3.308,2.512,9.845,0.543,2.458
2003,0.156,2.406,1.884,0.14,1.727,6.879,2.634,11.379,5.083,6.303,0,0
2004,2.537,2.31,4.68,7.09,0.169,4.023,4.394,4.279,12.729,14.505,10.015,0.182
2005,2.026,4.836,0.321,0.277,5.585,2.362,6.008,7.789,0.287,8.511,0.538,0.035
2006,0.893,0.016,3.378,0.356,3.488,3.741,1.577,5.633,3.484,5.65,0,2.977
2007,3.652,0.548,6.112,5.235,8.053,4.611,6.513,10.194,7.12,1.194,1.435,0.08
2008,0.05,0,0.059,0,6.378,2.477,3.516,4.781,7.635,4.163,0,0.087
2009,0,1.319,0.642,0.297,0.919,7.933,8.17,0.596,4.308,2.517,0,1.912
2010,4.946,2.062,0.852,3.922,3.893,6.484,13.018,2.479,2.279,1.964,0,0
