Year,precipitations (cm),,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
1989,0.088,2.628,0.882,0.383,0.51,2.005,0.251,6.98,3.69,0.221,0,0.637
1990,1.593,0.156,1.411,1.959,0.352,0.066,9.664,4.804,7.086,2.945,2.115,0.297
1991,3.312,0.456,0.05,0,1.423,1.755,16.348,5.269,18.397,0.064,0.877,9.068
1992,1.956,3.529,0.352,1.012,10.554,6.013,2.522,2.193,1.751,0.264,0.654,0.981
1993,2.702,0.983,0.042,1.469,0.289,1.853,3.306,4.152,0.236,2.15,0.85,0
1994,0.335,0.132,0.203,0.409,5.801,0.84,0.535,3.05,0.74,1.631,2.375,0.191
1995,0.822,0.853,0.518,0.009,2.944,3.117,0.422,1.042,7.242,0.305,0,0.662
1996,1.265,0,0,2.023,0,5.581,3.038,13.424,4.326,0.308,1.022,0
1997,1.111,2.921,0.282,4.18,3.019,2.835,1.702,5.989,5.332,4.557,1.146,5.383
1998,0,0.197,1.121,0,0,0.599,1.006,4.426,1.599,6.197,0.372,1.057
1999,1.951,0,1.432,0.969,7.915,2.563,5.625,2.325,1.431,0.702,0,0.263
2000,0.151,0.094,0.707,0.412,0,9.254,0.337,0.726,0,5.565,8.754,0.773
2001,1.912,1.178,2.215,1.151,1.336,2.957,1.116,1.286,3.081,0.276,3.067,0.479
2002,0.509,1.447,5.388,0,0.015,3.489,7.615,5.605,2.593,6.115,1.104,1.068
2003,0,2.038,0.964,0,3.661,2.452,2.05,0.689,1.523,3.285,1.189,0
2004,0.602,2.459,4.122,11.772,1,2.834,7.481,5.923,10.096,2.456,10.847,1.938
2005,1.37,3.848,1.702,0.819,4.634,0.371,1.388,7.04,1.037,2.806,0,0
2006,0,0.613,2.552,0.304,0.32,4.926,1.68,10.829,11.066,2.686,0.339,0.865
2007,3.599,0.989,6.101,1.237,7.689,2.736,3.649,4.647,11.903,0,1.154,2.31
2008,0,0.048,0.357,0,2.085,2.4,8.406,6.317,5.517,1.554,0.1,0.268
2009,0,0.223,0.118,0.059,1.074,10.39,15.656,1.145,1.855,2.708,0.278,3.423
2010,2.632,4.071,0.979,1.719,1.699,3.082,18.244,3.245,10.283,0.352,0,0.049
