Year,precipitations (cm),,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
1987,0.413,7.172,3.24,6.697,14.341,15.546,4.392,6.718,3.742,0.326,2.023,2.165
1988,0.112,0.466,0.367,0.469,5.112,7.266,9.473,1.865,10.827,2.022,0.412,0.695
1989,3.839,3.82,2.337,1.856,4.915,3.539,0.111,2.123,2.104,8.166,3.006,0.88
1990,1.35,4.829,5.816,8.114,9.807,0.08,20.509,6.018,10.78,3.494,2.979,0.308
1991,3.635,2.126,0.463,4.697,3.165,7.583,3.561,2.541,21.007,0.261,2.649,8.265
1992,7.345,7.938,3.603,5.29,9.665,4.648,7.31,3.311,1.503,0.459,1.457,1.892
1993,1.859,1.758,2.226,2.321,5.079,10.711,1.863,3.812,6.233,0.49,0.183,0.352
1994,4.557,1.32,5.581,1.898,6.986,2.124,5.026,0.632,7.256,4.568,1.866,6.182
1995,0.104,1.094,3.106,1.612,10.53,2.994,2.205,0.717,9.905,1.268,6.026,0.727
1996,0,1.175,0.512,1.689,1.638,0.759,1.443,8.836,6.729,5.046,3.219,0.852
1997,1.057,4.533,6.177,7.146,7.582,9.977,2.095,0.446,4.044,5.5,1.601,1.478
1998,0.899,1.578,3.142,0.012,0.556,5.295,0.146,25.389,3.362,5.225,4.409,0.806
1999,0.087,0.036,5.813,5.752,2.763,12.975,3.13,5.127,0.695,2.86,0,0.07
2000,0.195,2.997,1.132,2.269,2.896,12.317,0.979,0.543,5.003,14.595,7.136,1.552
2001,3.286,1.467,3.818,0.903,5.83,0.667,3.212,4.848,6.571,1.813,5.112,1.1
2002,0.07,0.041,1.666,2.952,3.791,5.338,8.841,0.459,9.128,31.837,1.222,0.679
2003,1.113,1.317,2.072,4.624,9.618,4.826,12.601,3.502,9.583,11.574,1.375,0.064
2004,3.451,2.19,8.425,16.338,5.825,6.293,6.909,5.793,9.219,9.863,13.212,1.098
2005,2.801,3.905,3.433,0.217,7.86,0.501,6.583,12.186,0.113,12.672,0,0.535
2006,0.427,0.198,0.16,2.2,3.544,2.044,0.365,4.642,5.945,0.891,0,1.473
2007,6.409,0,7.506,2.81,15.864,10.688,17.963,2.214,13.393,2.554,2.175,0.742
2008,0.078,0,1.49,0.968,8.416,1.561,4.269,21.748,2.417,0.152,0,0.248
2009,0.128,0,2.617,2.731,1.328,3.758,0.387,0.245,14.016,1.141,1.097,2.89
2010,4.533,3.491,2.143,11.167,21.119,7.327,10.051,1.051,7.526,0.111,0,0.002
